id,label
n3123,"Reichers A. E., 1987, Acad Manage Rev, V12, P278, Doi Doi 10.2307/258535"
n3124,"Chiaburu D. S., 2009, Thesis"
n3125,"Greenwood R, 1990, Acad Manage J, V33, P725, Doi 10.2307/256288"
n3126,"Meyer Gw, 1994, Hum Relat, V47, P1013, Doi 10.1177/001872679404700901"
n3127,"Arbuckle J. L., 2003, Amos 5 0 Update Amos"
n3128,"Krackhardt D, 1990, Am Anthropol, V92, P142, Doi 10.1525/aa.1990.92.1.02a00100"
n3129,"Morrison Ew, 1993, Acad Manage J, V36, P557, Doi 10.2307/256592"
n3130,"Rousseau D. M., 2000, Psychol Contract Inv"
n3131,"Friedkin Ne, 1982, Soc Networks, V3, P273, Doi 10.1016/0378-8733(82)90003-x"
n3132,"Asch Se, 1955, Sci Am, V193, P31"
n3133,"Rousseau D, 1995, Psychol Contracts Or"
n3134,"Louis Mr, 1980, Admin Sci Quart, V25, P226, Doi 10.2307/2392453"
n3135,"Ibarra H, 1995, Acad Manage J, V38, P673, Doi 10.2307/256742"
n3136,"Frank R. H., 1985, Choosing Right Pond"
n3137,"Von Nordenflycht A, 2010, Acad Manage Rev, V35, P155"
n3138,"Tang Bb, 2013, China J, V70, P223"
n3139,"Sanchez Pm, 2013, Rev Esp Salud Public, V87, P209"
n3140,"Chambers D, 2012, Plos One, V7, Doi 10.1371/journal.pone.0041911"
n3141,"Clavier C, 2012, Soc Sci Med, V30, P1"
n3142,"Oliver K, 2012, Health Policy, V106, P97, Doi 10.1016/j.healthpol.2012.03.009"
n3143,"Terol E, 2008, Med Clin (barc), V131 Suppl 3, P4"
n3144,"Borgatti Sp, 1992, Sociol Methodol, V22, P1, Doi Doi 10.2307/270991"
n3145,"Schneider Ja, 2012, Soc Sci Med, V75, P1192, Doi 10.1016/j.socscimed.2012.05.022"
n3146,"European Society For Quality In Healthcare, 2010, Use Of Patient Safet"
n3147,"Cunningham Sa, 2012, Soc Sci Med, V75, P1175, Doi 10.1016/j.socscimed.2012.05.024"
n3148,"Eirea Eiras Carlos, 2012, Gac Sanit, V26 Suppl 1, P102, Doi 10.1016/j.gaceta.2011.11.006"
n3149,"Marques P, 2010, Thesis"
n3150,"Oh Hs, 2004, Acad Manage J, V47, P860"
n3151,"Burt Rs, 1980, Annu Rev Sociol, V6, P79, Doi 10.1146/annurev.so.06.080180.000455"
n3152,"Weber David Oilier, 2006, Physician Exec, V32, P11"
n3153,"Jcaho, 2006, Jt Perspectives Pati, V6, P9"
n3154,"Fischer Cs., 1982, To Dwell Among Frien"
n3155,"Kawachi I, 2004, Int J Epidemiol, V33, P682, Doi 10.1093/ije/dyh177"
n3156,"Krackhardt D, 1987, Soc Networks, V9, P109, Doi 10.1016/0378-8733(87)90009-8"
n3157,"Borgatti Sp, 2003, Manage Sci, V49, P432, Doi 10.1287/mnsc.49.4.432.14428"
n3158,"Aranaz Jesus M, 2010, Med Clin (barc), V135 Suppl 1, P1, Doi 10.1016/s0025-7753(10)70013-0"
n3159,"Wellman B, 1990, Am J Sociol, V96, P558, Doi 10.1086/229572"
n3160,"Granovetter Ms, 1992, Getting A Job En Bur"
n3161,"Putnam Robert, 1995, J Democr, V6, P65"
n3162,"Calvo R, 2012, Plos One, V7, Doi 10.1371/journal.pone.0042793"
n3163,"Everett M, 2005, Soc Networks, V27, P31, Doi 10.1016/j.socnet.2004.11.007"
n3164,"Barrick Mr, 2007, Acad Manage J, V50, P544"
n3165,"Bentley Ra, 2010, Soc Sci Med, V71, P482, Doi 10.1016/j.socscimed.2010.03.042"
n3166,"Takagi D, 2013, Soc Sci Med, V83, P81, Doi 10.1016/j.socscimed.2013.01.001"
n3167,"Insead Mt, 2005, Acad Manage J, V48, P776"
n3168,"Inkpen Ac, 2005, Acad Manage Rev, V30, P146, Doi 10.5465/amr.2005.15281445"
n3169,"World Health Organization World Alliance For Patient Safety, 2009, Informe Tecnico Defi"
n3170,"Leonard Michael, 2006, Healthc Exec, V21, P12"
n3171,"Nemeth R J., 1985, Review, V8, P517"
n3172,"World Helath Organization, 2009, Report For Methods A"
n3173,"Lakon C, 2012, Soc Sci Med, V74, P17"
n3174,"Leape Ll, 2005, Jama-j Am Med Assoc, V293, P2384, Doi 10.1001/jama.293.19.2384"
n3175,"Aranaz Aj, 2008, Gac Sanit, V22, P198"
n3176,"George Jm, 2007, Acad Manage J, V50, P605, Doi 10.5465/amj.2007.25525934"
n3177,"Nahapiet J, 1998, Acad Manage Rev, V23, P242, Doi 10.2307/259373"
n3178,"Echols A, 2005, Strategic Manage J, V26, P219, Doi 10.1002/smj.443"
n3179,"Haug C, 2013, Organ Stud, V34, P705, Doi 10.1177/0170840613479232"
n3180,"Schwartzman H. B., 1989, M Gatherings Org Com"
n3181,"Evans S., 1986, Free Spaces Sources"
n3182,"Neidhardt Friedhelm, 1994, Einfuhrung Gruppenso, P135"
n3183,"Polletta F, 1999, Theor Soc, V28, P1, Doi 10.1023/a:1006941408302"
n3184,"Summers-effler Erika, 2010, Laughing Saints Righ"
n3185,"Hendry J, 2003, J Manage Stud, V40, P175, Doi 10.1111/1467-6486.00008"
n3186,"Miller James, 2004, Democracy Is Streets"
n3187,"Nunes R., 2005, Ephemera Theory Poli, V5, P297"
n3188,"Bohm Steffen, 2005, Ephemera Theory Poli, V5"
n3189,"Haug C, 2009, Routl Ecpr Stud Eur, V60, P26"
n3190,"Polletta F, 2002, Freedom Is Endless M"
n3191,"Caniglia Bs, 2005, Mobilization, V10, P201"
n3192,"Klandermans Bert, 1989, Org Change, P215"
n3193,"Minkoff Debra, 2001, Blackwell Companion, P282"
n3194,"Gelderloos P, 2006, Consensus New Hdb Gr"
n3195,"Meyer Jw, 1977, Am J Sociol, V83, P340, Doi 10.1086/226550"
n3196,"Ahrne G, 2011, Organization, V18, P83, Doi 10.1177/1350508410376256"
n3197,"Haug Christoph, 2012, Empowering Disempowe"
n3198,"Minkoff Dc, 2005, Mobilization, V10, P289"
n3199,"Dittrich Katharina, 2011, 27 Egos C Subth Stra"
n3200,"Dowling Emma, 2005, Ephemera Theory Poli, V5, P205"
n3201,"Mcadam D, 2001, Silence Voice Study, P89"
n3202,"Fominaya Cf, 2010, Sociol Inq, V80, P377, Doi 10.1111/j.1475-682x.2010.00339.x"
n3203,"Doerr Nicole, 2009, Social Movement Stud, V8, P149"
n3204,"Pleyers G., 2010, Alter Globalization"
n3205,"Hart Stephen, 2001, Cultural Dilemmas Pr"
n3206,"Maiba H., 2005, Sociol Focus, V38, P41"
n3207,"Gerhards J, 1992, Am J Sociol, V98, P555, Doi 10.1086/230049"
n3208,"Tilly C, 2003, Social Movements Dem, P21"
n3209,"Gordon L, 2002, J Womens Hist, V14, P102, Doi 10.1353/jowh.2002.0043"
n3210,"Haug C., 2013, M Democracy Power De, P179"
n3211,"Doerr N, 2010, Transnational Condit, P89"
n3212,"Graeber D., 2009, Direct Action Ethnog"
n3213,"Baumgarten Britta, Protest Cul In Press"
n3214,"Luhmann N, 2006, Org Entscheidung"
n3215,"Goffman E., 1963, Behav Public Places"
n3216,"Eliasoph N, 2003, Am J Sociol, V108, P735, Doi 10.1086/367920"
n3217,"Haug Christoph, 2011, Egos Prec Worksh Str"
n3218,"Boden D., 1994, Business Talk Org Ac"
n3219,"Melucci A., 1996, Challenging Codes Co"
n3220,"Glass Pg, 2010, Mobilization, V15, P199"
n3221,"Clark Timothy, 2011, Org Studies, V32"
n3222,"Bargiela-chiappini F., 1997, Managing Language Di"
n3223,"Fominaya Cf, 2007, S Eur Soc Polit, V12, P335, Doi 10.1080/13608740701495202"
n3224,"Maeckelbergh M., 2009, Will Many Altergloba"
n3225,"Putnam L. L, 2009, Building Theories Or"
n3226,"Della Porta D, 2009, Democracy In Social Movements, P73"
n3227,"Della Porta D., 2013, M Democracy Power De"
n3228,"Della Porta D, 2005, Acta Polit, V40, P336, Doi 10.1057/palgrave.ap.5500116"
n3229,"Clemens E., 2004, Blackwell Companion, P155, Doi 10.1002/9780470999103.ch7"
n3230,"Kellogg Kc, 2009, Am J Sociol, V115, P657"
n3231,"Snow David A., 2004, Blackwell Companion, P380, Doi Doi 10.1002/9780470999103.ch17"
n3232,"Asmuss B, 2009, J Bus Commun, V46, P3, Doi 10.1177/0021943608326761"
n3233,"Young I.m., 2002, Inclusion Democracy, P52"
n3234,"Thorn Hakan, 2006, Antiapartheid Emerge"
n3235,"Cooren F, 2011, Organ Stud, V32, P1149, Doi 10.1177/0170840611410836"
n3236,"Fligstein N, 2011, Sociol Theor, V29, P1, Doi 10.1111/j.1467-9558.2010.01385.x"
n3237,"Sewell W., 2001, Silence Voice Study, P51, Doi Doi 10.1017/cbo9780511815331"
n3238,"Tarrow S., 1998, Power Movement Socia"
n3239,"Mintzberg H., 1973, Nature Managerial Wo"
n3240,"Haunss Sebastian, 2007, Civil Soc Social Mov, P71"
n3241,"Kavada Anastasia, 2010, International Journal Of E-politics, V1, P41, Doi 10.4018/jep.2010102203"
n3242,"Flesher Fominaya Cristina, Protest Culture Conc"
n3243,"Haverkamp Jan, 2004, Shared Path Shared G"
n3244,"Strydom P., 1999, Philos Soc Crit, V25, P1"
n3245,"Mccleave Maharawal Manissa, 2011, Not Ending Beginning"
n3246,"Goodwin J., 2004, Rethinking Social Mo"
n3247,"Cooren F., 2007, Interacting Org Anal"
n3248,"Haug C, 2010, Transnational Condit, P67"
n3249,"Diani M, 1992, Sociol Rev, V40, P1, Doi 10.1111/j.1467-954x.1992.tb02943.x"
n3250,"Haug Christoph, 2010, Thesis Berlin"
n3251,"Eveland Wp, 2013, Polit Behav, V35, P65, Doi 10.1007/s11109-011-9187-4"
n3252,"Marsden Pv, 2005, Models Methods Socia, P8, Doi Doi 10.1017/cbo9780511811395.002"
n3253,"Huckfeldt R, 2001, Am J Polit Sci, V45, P425, Doi 10.2307/2669350"
n3254,"Scheufele Da, 2004, Polit Commun, V21, P315, Doi 10.1080/10584600490481389"
n3255,"Ahn Tk, 2010, Polit Psychol, V31, P763, Doi 10.1111/j.1467-9221.2010.00783.x"
n3256,"Eliasoph N., 1998, Avoiding Politics Am"
n3257,"Mcclurg Sd, 2006, Polit Behav, V28, P349, Doi 10.1007/s11109-006-9015-4"
n3258,"Huckfeldt R, 2008, J Polit, V70, P83, Doi 10.1017/s0022381607080073"
n3259,"Rogers Em, 1970, Public Opin Quart, V34, P523, Doi 10.1086/267838"
n3260,"Straits Bc, 1991, Public Opin Quart, V55, P432, Doi 10.1086/269272"
n3261,"Huckfeldt Robert, 1995, Citizens Politics So"
n3262,"Mutz Dc, 2006, J Polit, V68, P140"
n3263,"Mutz Dc, 2006, Hearing The Other Side: Deliberative Versus Participatory Democracy, P1, Doi 10.2277/ 0521612284"
n3264,"Huckfeldt R, 1995, Am J Polit Sci, V39, P1025, Doi 10.2307/2111668"
n3265,"Huckfeldt R., 2004, Political Disagreeme"
n3266,"Mcpherson Jm, 1987, Am Sociol Rev, V52, P370, Doi 10.2307/2095356"
n3267,"Diprete Ta, 2011, Am J Sociol, V116, P1234"
n3268,"Scott J., 1991, Social Network Anal"
n3269,"Bearman P, 2004, Soc Forces, V83, P535, Doi 10.1353/sof.2005.0001"
n3270,"Eveland Jr W. P, 2011, Ann M Int Comm Unpub"
n3271,"Roch Ch, 2000, Am J Polit Sci, V44, P777, Doi 10.2307/2669281"
n3272,"Lazer D, 2010, Polit Commun, V27, P248, Doi 10.1080/10584609.2010.500187"
n3273,"Gonzalez-bailon S, 2010, J Inf Technol, V25, P230, Doi 10.1057/jit.2010.2"
n3274,"Richey S, 2008, Brit J Polit Sci, V38, P527, Doi 10.1017/s0007123408000264"
n3275,"Fowler Jh, 2011, Am Polit Res, V39, P437, Doi 10.1177/1532673x10396310"
n3276,"Klofstad Ca, 2009, Public Opin Quart, V73, P462, Doi 10.1093/poq/nfp032"
n3277,"Eveland Wp, 2011, J Commun, V61, P1082, Doi 10.1111/j.1460-2466.2011.01598.x"
n3278,"Bellucci P., 2007, Democracy Intermedia, P135"
n3279,"Ryan Jb, 2011, Polit Behav, V33, P335, Doi 10.1007/s11109-010-9130-0"
n3280,"Siegel Da, 2009, Am J Polit Sci, V53, P122, Doi 10.1111/j.1540-5907.2008.00361.x"
n3281,"Glanville Jl, 2004, Sociol Forum, V19, P465, Doi 10.1023/b:sofo.0000042557.56194.03"
n3282,"Eveland Wp, 2009, J Commun, V59, P205, Doi 10.1111/j.1460-2466.2009.01412.x"
n3283,"Nisbett Re, 1977, J Pers Soc Psychol, V35, P250, Doi 10.1037/0022-3514.35.4.250"
n3284,"Mcclurg Sd, 2006, Am J Polit Sci, V50, P737, Doi 10.1111/j.1540-5907.2006.00213.x"
n3285,"Alberts Jk, 2005, J Soc Pers Relat, V22, P299, Doi 10.1177/0265407505050941"
n3286,"Marsden Pv, 1988, Soc Networks, V10, P57, Doi 10.1016/0378-8733(88)90010-x"
n3287,"Mccormick Th, 2010, J Am Stat Assoc, V105, P59, Doi 10.1198/jasa.2009.ap08518"
n3288,"Zhang L, 2013, J Asian Stud, V72, P193, Doi 10.1017/s0021911812002008"
n3289,"Farine Dr, 2013, Behav Ecol Sociobiol, V67, P321, Doi 10.1007/s00265-012-1452-y"
n3290,"Magrath Rd, 2007, Behav Ecol, V18, P944, Doi 10.1093/beheco/arm063"
n3291,"Hino T, 2000, J Avian Biol, V31, P441, Doi 10.1034/j.1600-048x.2000.310402.x"
n3292,"Magrath Rd, 2009, Behav Ecol, V20, P745, Doi 10.1093/beheco/arp055"
n3293,"Schoener Tw, 1974, Science, V185, P27, Doi 10.1126/science.185.4145.27"
n3294,"Oh Kp, 2010, Am Nat, V176, Pe80, Doi 10.1086/655216"
n3295,"Newman Mej, 2003, Phys Rev E, V67"
n3296,"Sundaresan Sr, 2009, Anim Behav, V77, P1381, Doi 10.1016/j.anbehav.2009.01.021"
n3297,"Goodale E, 2005, Auk, V122, P108, Doi 10.1642/0004-8038(2005)122[0108:acislm]2.0.co;2"
n3298,"Diamond J. M., 1975, Ecology Evolution Co, P342"
n3299,"Nicholls Ja, 2000, J Avian Biol, V31, P165, Doi 10.1034/j.1600-048x.2000.310208.x"
n3300,"Lack D., 1971, Ecological Isolation"
n3301,"Franks Dw, 2010, Behav Ecol Sociobiol, V64, P493, Doi 10.1007/s00265-009-0865-8"
n3302,"Morse Dh, 1970, Ecol Monogr, V40, P119, Doi 10.2307/1942443"
n3303,"Wascher Caf, 2012, Anim Cogn, V15, P1015, Doi 10.1007/s10071-012-0508-8"
n3304,"Hartigan Pm, 1985, Appl Stat-j Roy St C, V34, P320, Doi 10.2307/2347485"
n3305,"Srinivasan U, 2010, J Anim Ecol, V79, P948, Doi 10.1111/j.1365-2656.2010.01707.x"
n3306,"Horne Js, 2007, Ecology, V88, P2354, Doi 10.1890/06-0957.1"
n3307,"Mcintyre S., 2010, Cunninghamia, V11, P319"
n3308,"Oommen Ma, 2010, Biol Letters, V6, P304, Doi 10.1098/rsbl.2009.0945"
n3309,"Martin Te, 1996, Nature, V380, P338, Doi 10.1038/380338a0"
n3310,"Zou Fs, 2011, Ibis, V153, P269, Doi 10.1111/j.1474-919x.2011.01105.x"
n3311,"Bell Hl, 1986, Behav Ecol Sociobiol, V19, P381, Doi 10.1007/bf00300540"
n3312,"Croft Dp, 2008, Exploring Animal Soc"
n3313,"Lepschi B. J., 1993, Cunninghamia, V3, P155"
n3314,"Krause J, 2007, Behav Ecol Sociobiol, V62, P15, Doi 10.1007/s00265-007-0445-8"
n3315,"Latta Sc, 1996, Condor, V98, P595, Doi 10.2307/1369572"
n3316,"Schoener Tw, 1983, Am Nat, V122, P240, Doi 10.1086/284133"
n3317,"Goodale E, 2010, Trends Ecol Evol, V25, P354, Doi 10.1016/j.tree.2010.01.002"
n3318,"Dhondt Aa, 2012, Oxford Avian Biol Se"
n3319,"Bastian M., 2010, Gephi Open Source So"
n3320,"Greenberg R, 2000, On The Move: How And Why Animals Travel In Groups, P521"
n3321,"Winterbottom J. M., 1943, Ibis, V85, P437, Doi 10.1111/j.1474-919x.1943.tb03857.x"
n3322,"Butts C.t, 2010, Sna Tools Social Net"
n3323,"Evans Pgh, 1982, Mammal Rev, V12, P187, Doi 10.1111/j.1365-2907.1982.tb00015.x"
n3324,"Delhoyo J., 2007, Hdb Birds World, V12"
n3325,"Thiollay Jm, 1998, Ibis, V140, P382, Doi 10.1111/j.1474-919x.1998.tb04599.x"
n3326,"Mcdonald Db, 2007, P Natl Acad Sci Usa, V104, P10910, Doi 10.1073/pnas.0701159104"
n3327,"Hsieh Fs, 2011, J Ornithol, V152, P955, Doi 10.1007/s10336-011-0678-1"
n3328,"Schmidt Ka, 2010, Oikos, V119, P304, Doi 10.1111/j.1600-0706.2009.17573.x"
n3329,"Thiollay Jm, 1999, J Avian Biol, V30, P282, Doi 10.2307/3677354"
n3330,"Dolby As, 2000, Behav Ecol, V11, P110, Doi 10.1093/beheco/11.1.110"
n3331,"Hino Teruaki, 2002, Ornithological Science, V1, P111, Doi 10.2326/osj.1.111"
n3332,"Valburg Lk, 1992, Condor, V94, P358, Doi 10.2307/1369208"
n3333,"Boinski S, 1988, Biotropica, V20, P136, Doi 10.2307/2388186"
n3334,"Farley Ea, 2008, J Ornithol, V149, P451, Doi 10.1007/s10336-008-0284-z"
n3335,"Szekely T, 1989, Oecologia, V78, P490, Doi 10.1007/bf00378739"
n3336,"Hutto Rl, 1994, Condor, V96, P105, Doi 10.2307/1369068"
n3337,"Hutchinson Ge, 1957, Cold Spring Harb Sym, V22, P415"
n3338,"Moynihan M., 1962, Smithsonian Mis Collections, V143, P1"
n3339,"Thiollay Jean-marc, 2003, Ornitologia Neotropical, V14, P47"
n3340,"Dolby As, 1998, Anim Behav, V56, P501, Doi 10.1006/anbe.1998.0808"
n3341,"Hino T, 1998, J Avian Biol, V29, P17, Doi 10.2307/3677336"
n3342,"Buskirk Wh, 1976, Am Nat, V110, P293, Doi 10.1086/283065"
n3343,"Whitehead H., 2005, Anim Behav, V69, Pe1, Doi Doi 10.1016/j.anbehav.2004.11.004"
n3344,"Croft Dp, 2006, Behav Ecol Sociobiol, V59, P644, Doi 10.1007/s00265-005-0091-y"
n3345,"Whitehead H, 1995, Behav Ecol, V6, P199, Doi 10.1093/beheco/6.2.199"
n3346,"Bejder L, 1998, Anim Behav, V56, P719, Doi 10.1006/anbe.1998.0802"
n3347,"Waite Ta, 1988, Condor, V90, P132, Doi 10.2307/1368442"
n3348,"Sridhar H, 2009, Anim Behav, V78, P337, Doi 10.1016/j.anbehav.2009.05.008"
n3349,"Manning A. D., 2011, Australian Zoologist, V35, P633"
n3350,"Clutton-brock T, 2009, Nature, V462, P51, Doi 10.1038/nature08366"
n3351,"Powell G.v.n., 1985, Ornith Monogr, V36, P713, Doi Doi 10.2307/40168313)"
n3352,"Bell Hl, 1980, Emu, V80, P227"
n3353,"Whitehead H., 2008, Anal Animal Soc"
n3354,"Goodale E, 2008, Behav Ecol, V19, P887, Doi 10.1093/beheco/arn045"
n3355,"Graves Gr, 1993, P Natl Acad Sci Usa, V90, P1388, Doi 10.1073/pnas.90.4.1388"
n3356,"Hartigan Ja, 1985, Ann Stat, V13, P70, Doi 10.1214/aos/1176346577"
n3357,"Krause J., 2002, Oxford Series Ecolog"
n3358,"Maldonado-coelho M, 2004, Biol Conserv, V116, P19, Doi 10.1016/s0006-3207(03)00169-1"
n3359,"Croft Dp, 2011, Trends Ecol Evol, V26, P502, Doi 10.1016/j.tree.2011.05.012"
n3360,"Goodale E, 2005, J Trop Ecol, V21, P669, Doi 10.1017/s0266467405002609"
n3361,"Harrison Nm, 2011, Anim Behav, V81, P675, Doi 10.1016/j.anbehav.2011.01.013"
n3362,"Satti Mm, 2013, P126"
n3363,"Powell G.r., 2011, Roi Social Media Imp"
n3364,"[anonymous], Socialmedianews"
n3365,"Anderson Nate, 2011, Wired"
n3366,"Kaplan Andreas M., 2010, Users World Unite Ch, P[52, 61]"
n3367,"Lardi K., 2013, Social Media Strateg"
n3368,"Lai Gd, 2013, P844"
n3369,"Ailen Ames, 2007, R&d Manage, P179"
n3370,"Luo Jia-de, 2005, Social Network Anal"
n3371,"Li Hong-yan, 2011, Dev Management Ngo"
n3372,"Huang Jw, 2009, Int J Manpower, V30, P285"
n3373,"Ying Li, 2006, Sci Technology Progr, P89"
n3374,"Demarest M, 1997, Long Range Plann, V30, P374, Doi 10.1016/s0024-6301(97)90250-8"
n3375,"Uzzi B, 1997, Admin Sci Quart, V42, P35, Doi 10.2307/2393808"
n3376,"Xu Wei, 2006, Cont Ec Res, P4"
n3377,"Cross R, 2009, Using Social Network, P21"
n3378,"Jing Zhang, 2011, China Collective Ec, P65"
n3379,"[anonymous], 2011, R&d Manage"
n3380,"Salamonl Anheierh, 1999, Dimensions Nonprofit"
n3381,"Zeng Ping, 2009, Chinese Soft Sci, P5"
n3382,"Ping Wang, 2006, Inform Documentation, P102"
n3383,"Bi X, 2013, P574"
n3384,"Jia Xi-jin, 2003, Dev Current Situatio, P43"
n3385,"Ornstein Norman J., 1978, Lobbying Policymakin, P24"
n3386,"Putman Robert, 2001, Making Democracy Wor, P195"
n3387,"Wang Zhen-zhong, 2005, Reading, P132"
n3388,"Chen Liu-qin, 2007, Oriental Forum, P84"
n3389,"Charity Association In Gulou District, Not Carr Out Act On"
n3390,"Chen Jian-min, 1999, Sociological Studies"
n3391,"Ge An, 2001, Strategy Management, P52"
n3392,"Bi Xia, 2008, J Hohai U Philos Soc, P12"
n3393,"Chaputula Ah, 2013, Aslib Proc, V65, P534, Doi 10.1108/ap-06-2012-0055"
n3394,"Cia, 2007, World Fact Book"
n3395,"Aharony N, 2012, Aslib Proc, V64, P358, Doi 10.1108/00012531211244725"
n3396,"Ehrhardt G., 2007, Ann Ec Stat, V86, P1"
n3397,"Dimicco J.m., Understanding Benefi"
n3398,"Bichler R.m., 2008, Int J Technology Kno, V4, P41"
n3399,"[anonymous], 2009, Strategic Direction, V25, P26"
n3400,"Acquisti A., 2007, Lect Notes Computer"
n3401,"Itu, 2012, Expl Key Ict Stat"
n3402,"Christofides E, 2009, Cyberpsychol Behav, V12, P341, Doi 10.1089/cpb.2008.0226"
n3403,"Neuman W. L., 2007, Basics Social Res Qu"
n3404,"Farlex, 2012, Free Dict"
n3405,"Chaputula Ah, 2012, Program-electron Lib, V46, P364, Doi 10.1108/00330331211276477"
n3406,"Kondowe E.b.z., 2011, Journalism Practice"
n3407,"National Statistics Office, 2005, Stat Yb 2004"
n3408,"Pc Encyclopedia, 2012, Pc Ency"
n3409,"[anonymous], 2011, News24 0313"
n3410,"Palser B., 2009, Am Journalism Rev, V31, P54"
n3411,"Baird Carolyn Heller, 2011, Strategy & Leadership, V39, P30, Doi 10.1108/10878571111161507"
n3412,"Salanje G., 2007, Role Librarians Brid"
n3413,"Crystal D., 1995, Cambridge Concise En"
n3414,"Macra, 2011, List Broadc Lic"
n3415,"Joinson A.n., 2008, Chi 2008 P Flor It A"
n3416,"Gangadharbatla H., 2008, J Interactive Advert, V8, P1"
n3417,"Barnet L., 2012, Use Web 2 0 Tools St"
n3418,"Kaonga V., 2008, Thesis Orebro U Swed"
n3419,"Muniz Am, 2001, J Consum Res, V27, P412"
n3420,"Mutula Stephen M, 2008, Information Management & Computer Security, V16, P235, Doi 10.1108/09685220810893199"
n3421,"Roblyer Md, 2010, Internet High Educ, V13, P134, Doi 10.1016/j.iheduc.2010.03.002"
n3422,"[anonymous], 2011, Weekend Times 1223, V3"
n3423,"Ieee, 2012, Tweet Tweet Retw Con"
n3424,"Palmer Adrian, 2009, Direct Marketing: An International Journal, V3, P162, Doi 10.1108/17505930910985116"
n3425,"Chua V, 2013, Asian J Soc Sci, V41, P223, Doi 10.1163/15685314-12341284"
n3426,"[anonymous], 2012, Roots State Neighbou"
n3427,"Szwarcberg M, 2012, Soc Networks, V34, P230, Doi 10.1016/j.socnet.2011.12.003"
n3428,"Moreno A, 2013, Rev Psicol Soc, V28, P59"
n3429,"Castells M., 1998, Era Inform Ec Soc Cu, V3"
n3430,"Moreno A., 2009, Resh Bound Firm Er G"
n3431,"Haslam A., 2003, Brit J Manage, V14, P357"
n3432,"Van Knippenberg D, 2000, J Occup Organ Psych, V73, P137"
n3433,"Tourain A., 2005, E B Uoc"
n3434,"Gates B., 1999, Negocios Era Digital"
n3435,"Peiro J. M., 1990, Org Nuevas Perspecti"
n3436,"Turner J. C., 1982, Social Identity Inte, P15"
n3437,"Haslam A., 2004, Psychol Org Social I"
n3438,"Tyler T. R., 2000, Cooperation Groups"
n3439,"Orenga V., 2000, Comput Hum Behav, V16, P141, Doi 10.1016/s0747-5632(00)00012-1"
n3440,"Wiesenfeld B. M., 1998, J Computer Mediated, V3"
n3441,"Hollingshead A.b., 2001, Blackwell Hdb Social, P557, Doi 10.1002/9780470998458.ch23"
n3442,"Mael F, 1992, J Organ Behav, V13, P103, Doi 10.1002/job.4030130202"
n3443,"Mael Fa, 2001, J Theor Soc Behav, V31, P197, Doi 10.1111/1468-5914.00154"
n3444,"Doosje B, 2002, Brit J Soc Psychol, V41, P57, Doi 10.1348/014466602165054"
n3445,"Bailey De, 2002, J Organ Behav, V23, P383, Doi 10.1002/job.144"
n3446,"Chou Ck, 2013, Conf Technol Appl, P43, Doi 10.1109/taai.2013.22"
n3447,"Ye M., 2011, Sigir"
n3448,"Xianjun Geng M. B. S., 2005, Manage Sci, V51, P662"
n3449,"Yang S.-h., 2011, Www"
n3450,"Mislove A., 2007, Imc"
n3451,"Li M, 2008, Ieee T Parall Distr, V19, P735, Doi 10.1109/tpds.2007.70757"
n3452,"Chaoji V., 2012, Www"
n3453,"Bhagat S., 2012, Wsdm"
n3454,"Clauset A, 2009, Siam Rev, V51, P661, Doi 10.1137/070710111"
n3455,"Wilson C., 2009, Eurosys"
n3456,"Gunopulos D, 2003, Acm T Database Syst, V28, P140, Doi 10.1145/777943.777945"
n3457,"Mislove A., 2010, Wsdm"
n3458,"Salvatore Catanese E. F., 2010, Mifi"
n3459,"Bhatt R, 2010, Cikm"
n3460,"Kaplan Mf, 1987, J Pers Soc Psychol, V53, P306, Doi 10.1037/0022-3514.53.2.306"
n3461,"Hangal S., 2010, Snakdd"
n3462,"Goh K.-y., 2003, Icis"
n3463,"Ringe N, 2013, P1, Doi 10.3998/mpub.4058730"
n3464,"Kingdon John W., 1989, Congressmens Voting"
n3465,"Koger G, 2003, Legis Stud Quart, V28, P225, Doi 10.3162/036298003x200872"
n3466,"Davidson Roger, 1981, C Its Members"
n3467,"Perry-smith Je, 2006, Acad Manage J, V49, P85"
n3468,"Krehbiel Keith, 1991, Inform Legislative O"
n3469,"Bernhagen P, 2005, Polit Stud-london, V53, P43"
n3470,"Eulau H, 1962, Admin Sci Quart, V7, P309, Doi 10.2307/2390945"
n3471,"Leana Cr, 1999, Acad Manage Rev, V24, P538, Doi 10.5465/amr.1999.2202136"
n3472,"Obstfeld D, 2005, Admin Sci Quart, V50, P100"
n3473,"Carey John M., 2010, Electoral Sweet Spot"
n3474,"Popielarz Pa, 1995, Am J Sociol, V101, P698, Doi 10.1086/230757"
n3475,"Judge David, 1981, Backbench Specialisa"
n3476,"Ainsworth Sh, 1997, Legis Stud Quart, V22, P517, Doi 10.2307/440341"
n3477,"Commission Of The European Communities, 2009, Eur Un Strat Balt Se"
n3478,"Heaney Mt, 2009, Am Polit Res, V37, P727, Doi 10.1177/1532673x09337771"
n3479,"Wollebaek D, 2002, Nonprof Volunt Sec Q, V31, P32, Doi 10.1177/0899764002311002"
n3480,"Ornstein Norman, 2006, Brok Branch C Is Fai"
n3481,"Baughman John, 2006, Common Ground Commit"
n3482,"Miler Kc, 2011, Am Polit Res, V39, P885, Doi 10.1177/1532673x11407148"
